Dependency Name,Repository,GitHub Star,GitHub Forks,GitHub Watchers,Abondoned,Code Coverage %,Linters,Dependenats,NPM Stars,Maintainers,Contributors,Dependencies,License,Total Issues,Open Issues,Security Advisories
karma-chai,https://github.com/xdissent/karma-chai,61,68,3,FALSE,,0,123,15,2,2,0,MIT,18,6,0
html-webpack-plugin,https://github.com/jantimon/html-webpack-plugin,9861,1256,118,FALSE,,1,8594,195,4,0,5,MIT,1694,65,0
prompt,https://github.com/flatiron/prompt,1698,177,30,FALSE,,2,2886,156,5,0,5,MIT,218,53,0
grunt-karma,https://github.com/karma-runner/grunt-karma,472,128,11,FALSE,,1,56,22,5,45,1,MIT,303,45,0
gulp-header,https://github.com/tracker1/gulp-header,98,22,12,FALSE,,3,219,58,2,2,4,MIT,63,3,0
karma-mocha-reporter,https://github.com/litixsoft/karma-mocha-reporter,195,45,9,FALSE,,1,188,24,1,10,3,MIT,107,13,1
babel-plugin-transform-class-properties,https://github.com/babel/babel,37330,4443,867,FALSE,0.91,3,1377,12,4,0,4,MIT,11909,799,0
matchdep,https://github.com/tkellen/js-matchdep,99,10,4,FALSE,,1,70,13,2,0,4,MIT,24,0,0
minimatch,https://github.com/isaacs/minimatch,2500,214,50,FALSE,0.94,0,4671,98,1,0,1,ISC,141,53,0
gulp-bump,https://github.com/stevelacy/gulp-bump,261,33,6,FALSE,,2,260,52,1,0,5,MIT,84,3,1
ember-disable-proxy-controllers,https://github.com/cibernox/ember-disable-proxy-controllers,7,4,2,FALSE,,2,3,0,1,0,1,MIT,23,11,0
requirejs,https://github.com/jrburke/r.js,2561,2561,690,FALSE,,0,792,70,1,0,0,MIT,,140,0
lab,https://github.com/hapijs/lab,734,185,41,FALSE,,0,45,46,1,2,17,BSD-3-Clause,1020,14,1
karma-sourcemap-loader,https://github.com/demerzel3/karma-sourcemap-loader,72,21,2,FALSE,,0,267,9,1,0,1,MIT,42,1,0
grunt-shell,https://github.com/sindresorhus/grunt-shell,943,128,20,FALSE,,2,120,34,1,0,3,MIT,120,1,1
socket.io-client,https://github.com/socketio/socket.io-client,9536,3111,304,FALSE,,1,4621,111,2,4,6,MIT,1512,71,0
cz-conventional-changelog,https://github.com/commitizen/cz-conventional-changelog,532,363,10,FALSE,,2,243,13,5,0,7,MIT,152,48,1
gulp-replace,https://github.com/lazd/gulp-replace,485,85,15,FALSE,,0,750,134,1,0,5,MIT,126,10,0
gulp-if,https://github.com/robrich/gulp-if,653,29,11,FALSE,,2,1439,162,1,0,3,MIT,79,7,0
stylus,https://github.com/stylus/stylus,10746,1128,357,FALSE,,0,1893,149,5,0,8,MIT,2606,235,0
react-router,https://github.com/remix-run/react-router,44833,8661,849,FALSE,,1,4234,257,3,0,1,MIT,8284,79,0
react-hot-loader,https://github.com/gaearon/react-hot-loader,12071,838,182,FALSE,0.79,2,1787,42,6,0,8,MIT,1717,324,0
grunt-contrib-cssmin,https://github.com/gruntjs/grunt-contrib-cssmin,797,151,24,FALSE,,2,292,102,8,6,3,MIT,308,25,0
immutable,https://github.com/immutable-js/immutable-js,31514,1848,546,FALSE,,4,4946,136,1,0,0,MIT,1877,106,0
ember-resolver,https://github.com/ember-cli/ember-resolver,88,94,16,FALSE,,3,5,0,4,0,6,MIT,700,15,0
chokidar,https://github.com/paulmillr/chokidar,8229,522,86,FALSE,0.96,1,7036,176,2,2,8,MIT,1139,74,0
open,https://github.com/sindresorhus/open,2454,152,28,FALSE,,2,4984,83,1,0,3,MIT,263,25,0
gulp-coveralls,https://github.com/markdalgleish/gulp-coveralls,46,8,0,FALSE,1,2,89,2,1,0,3,MIT,9,2,9
assert,https://github.com/browserify/commonjs-assert,260,53,9,FALSE,,0,1668,75,7,0,4,MIT,53,4,0
cross-env,https://github.com/kentcdodds/cross-env,5532,230,39,FALSE,1,2,3180,302,1,0,1,MIT,253,1,0
source-map-support,https://github.com/evanw/node-source-map-support,1938,223,17,FALSE,,0,3783,30,3,0,2,MIT,296,99,0
meow,https://github.com/sindresorhus/meow,2813,133,23,FALSE,,2,4901,84,1,0,12,MIT,203,31,0
enzyme,https://github.com/airbnb/enzyme,19654,2081,283,FALSE,0.95,1,1026,70,3,0,22,MIT,2530,282,0
joi,https://github.com/sideway/joi,17933,1427,178,FALSE,,0,4460,284,1,0,5,BSD-3-Clause,2706,94,0
bootstrap,https://github.com/twbs/bootstrap,153618,75111,7024,FALSE,0.95,3,7564,315,3,1,0,MIT,33956,437,0
loader.js,https://github.com/ember-cli/loader.js,77,68,13,FALSE,,3,12,1,6,0,0,MIT,217,26,0
karma-browserify,https://github.com/nikku/karma-browserify,325,57,6,FALSE,,1,50,19,4,0,6,MIT,231,0,0
ember-load-initializers,https://github.com/ember-cli/ember-load-initializers,14,32,10,FALSE,,3,4,0,9,4,2,MIT,302,25,0
babel-plugin-transform-decorators-legacy,https://github.com/loganfsmyth/babel-plugin-transform-decorators-legacy,823,58,15,FALSE,,0,1263,26,2,0,3,MIT,87,20,0
require-dir,https://github.com/aseemk/requireDir,477,60,10,FALSE,,0,918,91,2,0,0,MIT,66,7,0
postcss-loader,https://github.com/webpack-contrib/postcss-loader,2749,214,46,FALSE,0.94,3,7947,63,4,0,3,MIT,554,3,0
readable-stream,https://github.com/nodejs/readable-stream,881,202,66,FALSE,,0,2548,46,6,0,3,MIT,442,34,0
inherits,https://github.com/isaacs/inherits,342,74,22,FALSE,,0,2563,46,1,0,0,ISC,44,14,0
gulp-less,https://github.com/gulp-community/gulp-less,566,115,25,FALSE,,1,837,133,3,0,6,MIT,316,6,0
gulp-exclude-gitignore,https://github.com/SBoudrias/gulp-exclude-gitignore,27,3,4,FALSE,0,2,12,1,5,0,1,ISC,28,11,0
ramda,https://github.com/ramda/ramda,20966,1335,291,FALSE,,2,7273,137,8,4,0,MIT,3169,325,0
rewire,https://github.com/jhnns/rewire,2909,138,30,FALSE,0.98,2,197,90,2,0,1,MIT,192,62,1
hapi,https://github.com/hapijs/hapi,13411,1341,432,FALSE,,0,828,349,1,0,18,BSD-3-Clause,4256,22,5
gulp-notify,https://github.com/mikaelbr/gulp-notify,599,39,11,FALSE,,2,551,163,1,0,7,MIT,140,33,0
gulp-jscs,https://github.com/jscs-dev/gulp-jscs,319,50,11,FALSE,,3,67,37,1,0,4,MIT,123,13,12
request-promise,https://github.com/request/request-promise,4752,315,77,FALSE,1,2,5933,198,6,0,4,ISC,365,65,0
npm,https://github.com/npm/cli,5091,1378,171,FALSE,0.97,1,3840,381,7,807,70,Artistic-2.0,3800,391,0
gulp-nsp,https://github.com/nodesecurity/gulp-nsp,39,15,9,FALSE,,1,10,3,4,0,3,Apache-2.0,45,2,11
gulp-clean,https://github.com/peter-vilja/gulp-clean,177,23,5,FALSE,,1,420,98,1,0,5,MIT,33,9,0
qs,https://github.com/ljharb/qs,6467,638,63,FALSE,1,2,7246,185,2,1,1,BSD-3-Clause,418,61,0
blanket,https://github.com/alex-seville/blanket,1413,191,34,FALSE,,0,36,24,1,0,6,MIT,575,120,0
nan,https://github.com/nodejs/nan,2972,456,122,FALSE,,0,5198,64,2,8,0,MIT,910,54,0
code,https://github.com/hapijs/code,232,80,28,FALSE,,0,50,17,1,0,1,BSD-3-Clause,164,2,0
esprima,https://github.com/jquery/esprima,6248,759,154,FALSE,1,2,1954,74,1,0,0,BSD-2-Clause,1413,131,0
express-session,https://github.com/expressjs/session,5422,891,118,FALSE,1,2,2905,381,1,2,8,MIT,830,72,0
jest-cli,https://github.com/facebook/jest,37272,37272,5490,FALSE,0.69,3,476,42,6,0,12,MIT,,1662,0
webpack-dev-middleware,https://github.com/webpack/webpack-dev-middleware,2328,361,35,FALSE,0.97,3,2005,51,4,0,5,MIT,1105,17,0
codeclimate-test-reporter,https://github.com/codeclimate/javascript-test-reporter,67,51,15,FALSE,,1,23,4,4,1,4,MIT,75,2,0
babel-plugin-transform-es2015-modules-commonjs,https://github.com/babel/babel,37345,4443,866,FALSE,0.91,3,657,10,4,0,4,MIT,11913,799,0
when,https://github.com/cujojs/when,3439,411,137,FALSE,,2,1182,55,1,3,0,MIT,509,68,0
eslint-config-airbnb-base,https://github.com/airbnb/javascript,115803,22124,3893,FALSE,,2,1778,58,6,3,4,MIT,2426,131,0
ember-ajax,https://github.com/ember-cli/ember-ajax,219,89,13,FALSE,0,3,12,4,4,0,2,MIT,460,36,0
less-loader,https://github.com/webpack-contrib/less-loader,891,184,21,FALSE,0.95,3,4552,13,3,0,1,MIT,444,1,0
yeoman-assert,https://github.com/yeoman/yeoman-assert,51,12,14,FALSE,,2,127,2,10,0,0,BSD-2-Clause,35,7,0
backbone,https://github.com/jashkenas/backbone,27813,5624,1374,FALSE,,1,1061,108,3,0,1,MIT,4228,96,0
grunt-jscs,https://github.com/jscs-dev/grunt-jscs,240,50,18,FALSE,,3,25,14,2,0,4,MIT,138,0,12
react-redux,https://github.com/reduxjs/react-redux,21549,3135,429,FALSE,0,2,8020,174,3,0,6,MIT,1816,35,0
karma-spec-reporter,https://github.com/mlex/karma-spec-reporter,147,58,6,FALSE,0.87,0,146,12,3,0,1,MIT,88,18,0
gulp-filter,https://github.com/sindresorhus/gulp-filter,313,36,11,FALSE,,2,521,98,1,0,4,MIT,94,3,0
watch,https://github.com/mikeal/watch,1223,126,37,FALSE,,0,852,83,3,0,2,Apache-2.0,154,52,1
fs,https://github.com/npm/security-holder,104,104,38,FALSE,,0,6214,13,1,0,0,ISC,,0,0
bunyan,https://github.com/trentm/node-bunyan,6698,518,120,FALSE,,0,2228,202,1,42,4,MIT,672,258,0
benchmark,https://github.com/bestiejs/benchmark.js,4973,340,103,FALSE,0.89,0,184,89,2,3,2,MIT,244,44,0
rollup-plugin-babel,https://github.com/rollup/rollup-plugin-babel,702,87,23,FALSE,,2,1030,10,13,2,2,MIT,359,0,0
serve-static,https://github.com/expressjs/serve-static,1233,210,30,FALSE,1,1,2143,99,1,0,4,MIT,142,15,0
ncp,https://github.com/AvianFlu/ncp,618,100,6,FALSE,,0,3016,73,2,0,0,MIT,139,77,0
ghooks,https://github.com/gtramontina/ghooks,1051,68,12,FALSE,1,2,20,56,2,0,6,MIT,393,20,0
vinyl,https://github.com/gulpjs/vinyl,1208,108,24,FALSE,1,2,1466,42,2,2,6,MIT,150,5,0
highlight.js,https://github.com/highlightjs/highlight.js,19262,19262,3238,FALSE,,0,3100,82,6,11,0,BSD-3-Clause,,65,0
passport,https://github.com/jaredhanson/passport,19504,1134,326,FALSE,0.99,1,2792,526,1,0,2,MIT,818,328,0
temp,https://github.com/bruce/node-temp,409,56,10,FALSE,,0,1313,27,2,0,2,MIT,97,3,0
validator,https://github.com/validatorjs/validator.js,18600,1804,230,FALSE,1,1,3501,489,2,1,0,MIT,1848,185,0
grunt-simple-mocha,https://github.com/yaymukund/grunt-simple-mocha,108,36,3,FALSE,,0,12,5,1,0,1,MIT,54,18,0
webpack-hot-middleware,https://github.com/webpack-contrib/webpack-hot-middleware,2253,290,38,FALSE,0.89,2,1713,57,2,0,4,MIT,414,96,0
pg,https://github.com/brianc/node-postgres,9761,1028,183,FALSE,,2,3748,180,1,0,7,MIT,2585,313,0
gulp-typescript,https://github.com/ivogabe/gulp-typescript,759,125,11,FALSE,,1,650,78,1,9,6,MIT,663,44,1
faucet,https://github.com/substack/faucet,531,24,9,FALSE,,0,33,29,1,0,7,MIT,32,28,1
codecov,https://github.com/codecov/codecov-node,283,128,15,FALSE,0.83,2,197,9,5,0,5,MIT,371,18,0
power-assert,https://github.com/power-assert-js/power-assert,2645,66,45,FALSE,,0,102,17,1,9,5,MIT,136,29,0
typings,https://github.com/typings/typings,3414,286,109,FALSE,0.88,2,173,66,1,0,15,MIT,814,81,7
npm-run-all,https://github.com/mysticatea/npm-run-all,4427,227,29,FALSE,0.93,1,866,199,1,0,9,MIT,213,72,0
mustache,https://github.com/janl/mustache.js,14863,2425,414,FALSE,,2,2931,62,3,0,0,MIT,787,89,0
nodemailer,https://github.com/nodemailer/nodemailer,14307,1231,221,FALSE,,2,3523,510,1,0,0,MIT,1348,38,0
tslint,https://github.com/palantir/tslint,5928,939,257,FALSE,,3,2140,69,1,0,13,Apache-2.0,4920,1,0
compression,https://github.com/expressjs/compression,2505,205,56,FALSE,1,1,3901,208,1,2,7,MIT,177,30,0
grunt-eslint,https://github.com/sindresorhus/grunt-eslint,193,69,10,FALSE,,1,49,23,1,0,2,MIT,171,5,0
clone,https://github.com/pvorb/node-clone,697,108,14,FALSE,,0,2156,70,1,21,0,MIT,113,25,0
babel-jest,https://github.com/facebook/jest,37224,5475,549,FALSE,0.69,3,5107,5,6,0,8,MIT,12020,1655,0
http-server,https://github.com/http-party/http-server,11230,1287,191,FALSE,,1,697,522,3,13,13,MIT,766,78,0
cli-color,https://github.com/medikoo/cli-color,586,34,6,FALSE,,3,1706,57,1,0,5,ISC,39,2,0
tmp,https://github.com/raszi/node-tmp,638,92,7,FALSE,,1,3028,48,1,1,1,MIT,271,13,0
babel-plugin-transform-flow-strip-types,https://github.com/babel/babel,37441,4463,867,FALSE,0.91,3,348,17,4,0,2,MIT,11958,816,0
wrench,https://github.com/ryanmcgrath/wrench-js,442,71,11,FALSE,,0,675,34,1,0,0,MIT,111,29,0
loader-utils,https://github.com/webpack/loader-utils,674,119,19,FALSE,0.77,3,5385,4,3,0,0,MIT,199,5,0
sqlite3,https://github.com/mapbox/node-sqlite3,5067,689,194,FALSE,0.36,1,2128,133,9,16,3,BSD-3-Clause,1529,421,5
gulp-shell,https://github.com/sun-zheng-an/gulp-shell,480,62,6,FALSE,1,2,394,83,1,0,6,MIT,109,8,0
clean-css,https://github.com/clean-css/clean-css,3839,312,74,FALSE,,1,1418,90,2,0,1,MIT,1179,63,0
graceful-fs,https://github.com/isaacs/node-graceful-fs,1080,137,27,FALSE,0.65,0,2035,78,1,0,0,ISC,213,29,0
brfs,https://github.com/substack/brfs,554,67,14,FALSE,,0,526,27,41,0,4,MIT,96,20,0
update-notifier,https://github.com/yeoman/update-notifier,1583,137,24,FALSE,,2,3809,98,9,0,14,BSD-2-Clause,213,24,0
vue,https://github.com/vuejs/vue,190694,30726,6199,FALSE,0.97,2,43758,249,2,0,0,MIT,11735,542,0
grunt-contrib-less,https://github.com/gruntjs/grunt-contrib-less,680,187,27,FALSE,,1,199,63,7,9,4,MIT,359,24,0
dotenv,https://github.com/motdotla/dotenv,14018,653,99,FALSE,1,2,15134,450,3,0,0,BSD-2-Clause,561,25,0
merge,https://github.com/yeikos/js.merge,162,38,4,FALSE,,1,1535,41,1,0,0,MIT,49,16,0
iconv-lite,https://github.com/ashtuchkin/iconv-lite,2646,258,60,FALSE,,0,2842,107,1,0,1,MIT,282,52,0
codecov.io,https://github.com/cainus/codecov.io,47,53,2,FALSE,,1,70,3,2,0,2,MIT,40,5,12
gulp-connect,https://github.com/avevlad/gulp-connect,632,119,13,FALSE,,0,267,140,2,0,9,MIT,281,32,0
gulp-livereload,https://github.com/vohof/gulp-livereload,776,72,18,FALSE,0.98,1,239,156,2,0,7,MIT,147,30,0
cli-table,https://github.com/Automattic/cli-table,2137,2137,141,FALSE,,1,2376,81,2,2,2,MIT,,4,0
d3,https://github.com/d3/d3,99481,22896,3849,FALSE,,1,3318,154,2,0,30,ISC,3208,3,0
http-proxy,https://github.com/http-party/node-http-proxy,12490,1784,281,FALSE,0.92,0,1875,178,4,0,3,MIT,1550,545,0
angular-mocks,https://github.com/angular/angular.js,59605,28499,3942,FALSE,,2,158,11,3,0,0,MIT,17000,471,0
commitizen,https://github.com/commitizen/cz-cli,11917,472,84,FALSE,,2,384,68,5,0,14,MIT,842,158,1
yeoman-test,https://github.com/yeoman/yeoman-test,35,23,9,FALSE,0.95,3,113,0,6,0,5,MIT,156,1,0
progress,https://github.com/visionmedia/node-progress,2657,220,32,FALSE,,0,2677,125,4,4,0,MIT,211,72,0
mockery,https://github.com/mfncooper/mockery,1104,63,11,FALSE,,1,75,28,1,2,0,MIT,76,34,0
nconf,https://github.com/flatiron/nconf,3715,271,77,FALSE,,1,1383,174,3,4,4,MIT,393,101,0
resolve,https://github.com/browserify/resolve,643,175,20,FALSE,,2,5631,29,2,0,2,MIT,252,18,0
karma-safari-launcher,https://github.com/karma-runner/karma-safari-launcher,20,15,5,FALSE,,0,85,3,4,2,0,MIT,33,19,0
gulp-git,https://github.com/stevelacy/gulp-git,403,91,9,FALSE,,2,285,62,1,0,8,MIT,200,7,0
babel-preset-es2015-rollup,https://github.com/rollup/babel-preset-es2015-rollup,48,19,4,FALSE,,0,74,3,2,0,3,MIT,31,7,0
eslint-config-xo-space,https://github.com/xojs/eslint-config-xo-space,45,9,9,FALSE,,2,37,3,2,0,1,MIT,6,0,0
log4js,https://github.com/log4js-node/log4js-node,5056,735,120,FALSE,0.98,3,2516,174,1,0,5,Apache-2.0,1089,118,0
grunt-contrib-qunit,https://github.com/gruntjs/grunt-contrib-qunit,209,110,17,FALSE,,1,30,22,10,19,3,MIT,183,6,0
js-beautify,https://github.com/beautify-web/js-beautify,7389,1273,216,FALSE,,1,1817,78,2,9,4,MIT,1951,342,0
serve-favicon,https://github.com/expressjs/serve-favicon,593,63,20,FALSE,1,1,1938,124,1,0,5,MIT,44,0,0
ember-cli-jshint,https://github.com/ember-cli/ember-cli-jshint,5,5,14,FALSE,,2,1,0,5,0,1,MIT,34,3,1
grunt-coffeelint,https://github.com/vojtajina/grunt-coffeelint,114,49,6,FALSE,,1,12,4,3,5,2,MIT,70,8,1
grunt-jsdoc,https://github.com/krampstudio/grunt-jsdoc,391,82,9,FALSE,,1,32,31,1,1,2,MIT,198,12,0
karma-cli,https://github.com/karma-runner/karma-cli,50,15,8,FALSE,,2,91,19,3,12,1,MIT,50,2,0
grunt-mocha-cli,https://github.com/Rowno/grunt-mocha-cli,42,24,5,FALSE,,3,9,3,1,0,1,MIT,55,0,1
cors,https://github.com/expressjs/cors,5228,403,90,FALSE,1,1,6324,271,2,0,2,MIT,252,12,0
hubot,https://github.com/hubotio/hubot,15932,3816,623,FALSE,0.76,2,241,35,5,0,9,MIT,1521,97,0
nopt,https://github.com/npm/nopt,502,45,38,FALSE,0.89,0,1168,48,7,0,1,ISC,83,20,0
husky,https://github.com/typicode/husky,24511,869,149,FALSE,,1,1417,138,1,0,0,MIT,1061,35,0
babel-plugin-transform-async-to-generator,https://github.com/babel/babel,37293,4438,867,FALSE,0.91,3,438,8,4,0,3,MIT,11891,796,0
coz,https://github.com/coz-labo/coz,6,2,2,FALSE,,0,22,2,1,0,14,MIT,3,1,0
escodegen,https://github.com/estools/escodegen,2291,329,68,FALSE,,0,1388,19,2,0,5,BSD-2-Clause,445,137,0
grunt-contrib-jasmine,https://github.com/gruntjs/grunt-contrib-jasmine,352,193,18,FALSE,,2,30,13,7,2,7,MIT,339,7,1
merge-stream,https://github.com/grncdr/merge-stream,201,14,5,FALSE,,1,733,56,3,0,0,MIT,40,0,0
coffeelint,https://github.com/clutchski/coffeelint,1091,179,23,FALSE,,1,67,12,1,0,6,MIT,652,86,1
pkginfo,https://github.com/indexzero/node-pkginfo,154,22,4,FALSE,,0,1014,19,1,0,0,MIT,28,4,0
hoek,https://github.com/hapijs/hoek,471,169,54,FALSE,,0,1041,32,1,0,0,BSD-3-Clause,369,0,0
gulp-browserify,https://github.com/deepak1556/gulp-browserify,195,48,7,FALSE,,0,106,53,1,3,5,MIT,100,35,11
jsonwebtoken,https://github.com/auth0/node-jsonwebtoken,14687,1030,275,FALSE,,2,11698,319,8,0,10,MIT,762,74,0
jsonfile,https://github.com/jprichardson/node-jsonfile,1094,199,25,FALSE,,2,2113,154,2,0,2,MIT,146,5,0
crypto,https://github.com/npm/deprecate-holder,17,17,18,FALSE,,0,2394,63,1,0,0,ISC,,0,0
source-map,https://github.com/mozilla/source-map,2814,315,66,FALSE,0.89,1,2347,34,20,36,0,BSD-3-Clause,445,46,0
node-libs-browser,https://github.com/webpack/node-libs-browser,399,87,16,FALSE,,0,354,8,3,0,23,MIT,107,31,0
bindings,https://github.com/TooTallNate/node-bindings,340,80,10,FALSE,,0,2247,24,1,0,1,MIT,72,24,0
raw-loader,https://github.com/webpack-contrib/raw-loader,812,97,15,FALSE,1,3,1756,20,7,0,2,MIT,109,5,0
babel-preset-es2015-loose,https://github.com/bkonkle/babel-preset-es2015-loose,64,12,3,FALSE,,0,51,3,1,0,1,MIT,17,3,0
node-fetch,https://github.com/node-fetch/node-fetch,7050,794,78,FALSE,0,2,17074,180,4,0,3,MIT,1315,147,0
babel-plugin-react-transform,https://github.com/gaearon/babel-plugin-react-transform,1094,101,45,FALSE,,1,241,15,2,0,1,MIT,111,11,0
ape-tasking,https://github.com/ape-repo/ape-tasking,1,0,2,FALSE,,0,7,0,1,0,4,MIT,0,0,0
ape-releasing,https://github.com/ape-repo/ape-releasing,1,2,2,FALSE,,0,6,1,1,0,7,MIT,2,1,0
ape-tmpl,https://github.com/ape-repo/ape-tmpl,1,0,2,FALSE,,0,7,1,1,0,7,MIT,0,0,0
ape-updating,https://github.com/ape-repo/ape-updating,1,0,2,FALSE,,0,7,1,1,0,4,MIT,0,0,0
karma-sinon-chai,https://github.com/kmees/karma-sinon-chai,87,43,4,FALSE,,0,77,7,2,4,0,MIT,63,1,0
ape-reporting,https://github.com/ape-repo/ape-reporting,1,0,2,FALSE,,0,2,1,1,0,3,MIT,0,0,9
isomorphic-fetch,https://github.com/matthew-andrews/isomorphic-fetch,6821,321,80,FALSE,,2,3797,117,2,0,2,MIT,197,47,0
flow-bin,https://github.com/flowtype/flow-bin,531,49,20,FALSE,,1,348,44,11,0,0,MIT,181,41,0
rsvp,https://github.com/tildeio/rsvp.js,3632,271,105,FALSE,,1,872,17,6,0,0,MIT,570,23,0
gulp-jasmine,https://github.com/sindresorhus/gulp-jasmine,111,41,7,FALSE,,2,55,34,2,0,5,MIT,104,12,0
html-loader,https://github.com/webpack-contrib/html-loader,1093,197,23,FALSE,0.92,3,1397,31,3,0,2,MIT,410,10,0
injectmock,https://github.com/okunishinishi/node-injectmock,1,0,1,FALSE,,0,1,1,1,0,0,MIT,0,0,0
mocha-phantomjs,https://github.com/nathanboktae/mocha-phantomjs,970,124,22,FALSE,,0,36,16,2,2,3,MIT,262,6,22
gh-pages,https://github.com/tschaub/gh-pages,2603,174,22,FALSE,,1,683,88,2,0,7,MIT,407,95,0
gulp-line-ending-corrector,https://github.com/iShafayet/gulp-line-ending-corrector,8,2,1,FALSE,,0,17,2,1,0,4,MIT,3,0,0
restify,https://github.com/restify/node-restify,10322,993,254,FALSE,0.33,2,801,229,13,63,22,MIT,1888,98,0
babel-plugin-transform-object-assign,https://github.com/babel/babel,38406,4681,858,FALSE,0.92,2,357,11,4,0,1,MIT,12574,761,0
vinyl-fs,https://github.com/gulpjs/vinyl-fs,921,152,38,FALSE,0.94,3,1166,36,2,2,17,MIT,323,15,1
co-mocha,https://github.com/blakeembrey/co-mocha,215,18,6,FALSE,0.95,1,42,14,1,0,2,MIT,49,0,0
string,https://github.com/jprichardson/string.js,1740,238,55,FALSE,,0,833,80,2,0,0,MIT,230,79,1
cross-spawn,https://github.com/moxystudio/node-cross-spawn,874,66,26,FALSE,1,2,5154,49,1,0,3,MIT,143,10,0
browserify-shim,https://github.com/thlorenz/browserify-shim,936,88,17,FALSE,,1,181,39,2,0,5,MIT,241,7,0
deep-equal,https://github.com/inspect-js/node-deep-equal,641,104,18,FALSE,0.98,1,1907,36,2,2,15,MIT,93,3,0
grunt-concurrent,https://github.com/sindresorhus/grunt-concurrent,801,71,18,FALSE,,2,55,52,1,0,4,MIT,103,1,0
gulp-size,https://github.com/sindresorhus/gulp-size,231,16,7,FALSE,,2,242,66,1,0,8,MIT,49,0,0
core-js,https://github.com/zloirock/core-js,15731,1154,226,FALSE,,1,33770,71,1,0,0,MIT,989,30,0
querystring,https://github.com/Gozala/querystring,271,69,7,FALSE,,0,2735,41,2,0,0,MIT,53,16,0
github,https://github.com/octokit/rest.js,96,10,7,FALSE,1,1,746,100,5,4,4,MIT,97,18,0
config,https://github.com/lorenwest/node-config,5394,446,75,FALSE,,1,2191,233,2,0,1,MIT,664,67,0
qunitjs,https://github.com/qunitjs/qunit,3910,795,136,FALSE,0.92,2,39,6,4,0,7,MIT,1639,55,2
JSONStream,https://github.com/dominictarr/JSONStream,1819,167,35,FALSE,,0,1088,71,9,0,2,(MIT OR Apache-2.0),168,54,0
opn,https://github.com/sindresorhus/open,2373,145,27,FALSE,,2,2651,121,1,0,1,MIT,256,23,0
webpack-stream,https://github.com/shama/webpack-stream,1374,127,28,FALSE,,1,332,33,1,0,8,MIT,240,52,0
boom,https://github.com/hapijs/boom,2850,210,47,FALSE,,0,1166,117,1,0,1,BSD-3-Clause,286,0,0
vue-loader,https://github.com/vuejs/vue-loader,4754,892,117,FALSE,,1,2272,26,2,0,5,MIT,1871,174,0
coffeeify,https://github.com/jnordberg/coffeeify,217,42,7,FALSE,,0,143,7,2,2,2,MIT,45,1,0
eventemitter2,https://github.com/hij1nx/EventEmitter2,2295,224,40,FALSE,0.82,0,1217,48,2,5,0,MIT,280,21,0
jsdoc-to-markdown,https://github.com/jsdoc2md/jsdoc-to-markdown,1315,1315,147,FALSE,,0,137,37,1,0,7,MIT,,38,0
which,https://github.com/isaacs/node-which,247,44,27,FALSE,,0,2058,16,7,0,1,ISC,82,18,0
dateformat,https://github.com/felixge/node-dateformat,1216,163,24,FALSE,,0,1840,97,6,5,0,MIT,173,15,0
swig,https://github.com/paularmstrong/swig,3128,459,81,FALSE,0.53,0,622,69,1,0,2,MIT,144,0,3
karma-ie-launcher,https://github.com/karma-runner/karma-ie-launcher,61,23,7,FALSE,,2,90,7,3,9,1,MIT,106,72,0
jest,https://github.com/facebook/jest,37272,37272,5490,FALSE,0.69,3,7407,95,7,0,3,MIT,,1662,0
karma-babel-preprocessor,https://github.com/babel/karma-babel-preprocessor,166,23,6,FALSE,,1,48,5,3,0,0,ISC,60,5,0
invariant,https://github.com/zertosh/invariant,1044,73,6,FALSE,,0,3291,24,2,0,1,MIT,45,15,0
redux-thunk,https://github.com/reduxjs/redux-thunk,16804,988,187,FALSE,,3,3542,90,3,0,0,MIT,315,0,0
es5-shim,https://github.com/es-shims/es5-shim,7036,952,221,FALSE,0.61,1,264,22,3,6,0,MIT,472,44,0
xmldom,https://github.com/xmldom/xmldom,106,41,4,FALSE,,3,1732,46,2,6,0,MIT,267,61,1
