Dependency Name,Repository,GitHub Star,GitHub Forks,GitHub Watchers,Abondoned,Code Coverage %,Linters,Dependenats,NPM Stars,Maintainers,Contributors,Dependencies,License,Total Issues,Open Issues,Security Advisories
is-online,https://github.com/sindresorhus/is-online,922,78,22,FALSE,,2,164,17,2,1,4,MIT,86,1,0
npm-stats,https://github.com/hughsk/npm-stats,50,16,6,FALSE,,0,25,10,4,0,7,MIT,18,8,15
amazeui,https://github.com/allmobilize/amazeui,13544,2575,866,FALSE,,2,21,1,2,0,0,MIT,1150,149,0
rc-queue-anim,https://github.com/react-component/queue-anim,401,35,12,FALSE,0.93,3,187,2,2,0,2,MIT,159,0,0
is-obj,https://github.com/sindresorhus/is-obj,32,6,6,FALSE,,2,161,2,1,0,0,MIT,8,0,0
gulp-jsonminify,https://github.com/tcarlsen/gulp-jsonminify,24,5,5,FALSE,,0,22,9,1,0,3,MIT,2,0,0
react-portal,https://github.com/tajo/react-portal,2008,186,27,FALSE,,2,397,10,1,0,1,MIT,235,15,0
peer-id,https://github.com/libp2p/js-peer-id,61,48,18,FALSE,0.86,1,151,0,4,29,5,MIT,162,11,0
ytestrunner,https://github.com/gotwarlost/ytestrunner,13,6,2,FALSE,,0,0,0,1,0,7,MIT,11,2,0
JSON,https://github.com/douglascrockford/JSON-js,8430,8430,4711,FALSE,,0,32,4,1,1,0,,,3,0
preconditions,https://github.com/corybill/preconditions,18,7,2,FALSE,,1,156,0,1,0,2,MIT,9,2,0
justo-assert-fs,https://github.com/justojs/justo-assert-file,1,0,2,FALSE,,2,0,1,1,1,2,,10,0,0
JSON2,https://github.com/ddopson/JSON-js,14,7,1,FALSE,,0,35,1,1,1,0,,0,0,0
random-access-file,https://github.com/random-access-storage/random-access-file,129,25,6,FALSE,,1,106,2,1,0,2,MIT,26,10,0
right-now,https://github.com/hughsk/right-now,57,2,1,FALSE,,0,41,1,1,0,0,MIT,3,1,0
agenda,https://github.com/agenda/agenda,7957,735,125,FALSE,0.72,3,111,106,8,0,6,MIT,1378,262,0
loopback-explorer,https://github.com/strongloop/loopback-explorer,70,100,36,FALSE,,1,27,0,9,0,5,,271,1,10
documentation-readme,https://github.com/documentationjs/documentation-readme,-1,-1,-1,TRUE,,0,1,1,2,0,5,ISC,,,21
validate.io-positive-integer,https://github.com/validate-io/positive-integer,2,0,2,FALSE,1,2,34,0,1,1,1,MIT,0,0,0
tiny-lr-fork,https://github.com/mklabs/tiny-lr,417,101,8,FALSE,,1,22,1,1,4,4,MIT,144,20,6
grunt-verb,https://github.com/assemble/grunt-verb,17,5,12,FALSE,,1,0,0,1,0,2,MIT,13,9,33
testdom,https://github.com/asbjornenge/testdom,15,4,1,FALSE,,0,0,3,1,0,1,BSD-2-Clause,8,0,0
okay,https://github.com/brianc/node-okay,68,8,3,FALSE,,0,10,5,1,0,1,MIT,7,3,0
boxen,https://github.com/sindresorhus/boxen,1042,60,10,FALSE,,2,2277,8,1,0,8,MIT,73,2,0
grunt-typedoc,https://github.com/grunt-ts/grunt-typedoc,15,23,8,FALSE,,1,1,1,4,0,1,MIT,21,6,10
version-bump-prompt,https://github.com/JS-DevTools/version-bump-prompt,107,107,32,FALSE,,0,10,2,2,0,1,MIT,,7,0
mkdirp-promise,https://github.com/ahmadnassri/mkdirp-promise,29,7,2,FALSE,,1,206,3,1,0,1,ISC,89,2,0
awssum,https://github.com/awssum/awssum,461,57,14,FALSE,,0,25,6,1,1,2,MIT,168,4,1
obj-extend,https://github.com/mlmorg/obj-extend,0,0,1,FALSE,,0,26,0,1,0,0,MIT,0,0,0
apemansleep,https://github.com/apeman-labo/apemansleep,-1,-1,-1,TRUE,,0,1,0,1,0,1,MIT,,,0
seed-random,https://github.com/ForbesLindesay/seed-random,34,8,3,FALSE,,0,50,5,2,0,0,MIT,9,5,0
is-empty,https://github.com/ianstormtaylor/is-empty,48,19,2,FALSE,,0,109,6,2,0,0,MIT,18,6,0
kramed,https://github.com/GitbookIO/kramed,221,47,15,FALSE,,0,32,3,1,0,0,MIT,48,26,0
kronos-service-manager,https://github.com/Kronos-Integration/kronos-service-manager,0,0,3,FALSE,,0,1,0,1,2,4,BSD-2-Clause,817,0,0
is-ci,https://github.com/watson/is-ci,267,18,5,FALSE,,1,568,1,2,0,1,MIT,22,0,0
death,https://github.com/jprichardson/node-death,166,7,2,FALSE,,0,172,15,1,0,0,MIT,7,3,0
promised-mongo,https://github.com/gordonmleigh/promised-mongo,163,37,10,FALSE,,0,19,10,1,1,7,MIT,63,32,9
fs-extended,https://github.com/darsain/fs-extended,5,2,1,FALSE,,2,56,3,1,0,0,MIT,4,0,0
ngeohash,https://github.com/sunng87/node-geohash,475,61,19,FALSE,,0,94,8,1,3,0,MIT,43,6,0
tst,https://github.com/dy/tst,8,2,2,FALSE,,0,0,0,3,0,0,MIT,27,7,0
rc-upload,https://github.com/react-component/upload,647,239,38,FALSE,0.65,3,322,3,5,0,3,MIT,352,64,0
grunt-yui-compressor,https://github.com/mathiasbynens/grunt-yui-compressor,60,12,4,FALSE,,0,3,2,1,0,2,MIT OR GPL-3.0-or-later,30,14,3
local-web-server,https://github.com/lwsjs/local-web-server,959,83,26,FALSE,1,0,22,44,1,0,17,MIT,159,3,0
esformatter-spaced-lined-comment,https://github.com/briandipalma/esformatter-spaced-lined-comment,2,1,2,FALSE,,1,21,0,1,0,0,ISC,5,1,0
to-function,https://github.com/component/to-function,66,11,7,FALSE,,1,29,1,12,0,1,,17,0,0
redux-immutablejs,https://github.com/indexiatech/redux-immutable,693,37,13,FALSE,,1,26,1,1,0,0,BSD-3-Clause,39,12,0
gex,https://github.com/rjrodger/gex,25,11,2,FALSE,1,2,14,2,1,0,0,MIT,12,0,0
bulma,https://github.com/jgthms/bulma,44020,3773,644,FALSE,,1,618,24,1,0,0,MIT,3339,320,0
leche,https://github.com/box/leche,108,1,12,FALSE,,2,1,1,3,0,0,Apache-2.0,34,3,0
fleck,https://github.com/trek/fleck,58,6,6,FALSE,,0,29,0,1,1,0,MIT,5,1,0
esformatter-literal-notation,https://github.com/kewah/esformatter-literal-notation,5,0,1,FALSE,,1,17,0,1,0,2,MIT,1,0,0
x-is-array,https://github.com/Matt-Esch/x-is-array,9,1,1,FALSE,,0,30,0,1,1,0,MIT,1,0,0
filedel,https://github.com/okunishinishi/node-filedel,0,1,1,FALSE,,0,11,0,1,0,4,MIT,8,5,0
comandante,https://github.com/substack/comandante,38,12,5,FALSE,,0,18,1,1,0,1,MIT,4,2,0
redux-immutable-state-invariant,https://github.com/leoasis/redux-immutable-state-invariant,904,37,7,FALSE,0.99,0,72,5,1,0,2,MIT,44,12,0
node-slack,https://github.com/xoxco/node-slack,386,58,18,FALSE,,0,57,15,1,0,2,BSD-2-Clause,37,16,0
typhonjs-config-eslint,https://github.com/typhonjs-node-config/typhonjs-config-eslint,0,0,2,FALSE,,0,0,0,1,0,0,MIT,0,0,0
readdir,https://github.com/steveukx/readdir.js,15,2,3,FALSE,,0,58,4,1,1,2,MIT,14,4,0
trycatch,https://github.com/CrabDude/trycatch,243,20,14,FALSE,,2,20,2,1,0,2,MIT,54,8,0
coffeenode-types,https://github.com/loveencounterflow/coffeenode-types,1,0,1,FALSE,,0,24,0,1,0,1,BSD-2-Clause,0,0,0
eslint-config-gulp,https://github.com/gulpjs/eslint-config-gulp,7,10,7,FALSE,,2,1,0,2,0,2,MIT,19,1,0
node-proxy,https://github.com/samshull/node-proxy,164,29,8,FALSE,,0,19,2,1,5,2,MIT,44,6,0
ng-cache-loader,https://github.com/teux/ng-cache-loader,83,15,2,FALSE,,1,9,4,1,0,4,MIT,40,8,0
wallaby-webpack,https://github.com/jeffling/wallaby-webpack,26,7,4,FALSE,,0,2,1,2,0,3,ISC,33,0,0
cryptiles,https://github.com/hapijs/cryptiles,181,26,15,FALSE,,0,181,24,1,0,1,BSD-3-Clause,54,0,0
gulp-cirru-script,https://github.com/Cirru/gulp-cirru-script,1,0,2,FALSE,,0,1,0,1,0,6,MIT,0,0,1
uupaa.console.js,https://github.com/uupaa/Console.js,1,0,2,FALSE,,1,1,0,1,0,0,MIT,0,0,0
rebound,https://github.com/facebook/rebound-js,1745,150,53,FALSE,,2,110,1,2,0,1,BSD-3-Clause,67,24,0
markdown-it-anchor,https://github.com/valeriangalliat/markdown-it-anchor,169,55,5,FALSE,,1,458,5,2,2,0,Unlicense,107,2,0
jsep,https://github.com/EricSmekens/jsep,626,123,24,FALSE,,2,93,2,3,0,0,MIT,198,21,0
pad-left,https://github.com/jonschlinkert/pad-left,43,8,2,FALSE,,2,80,3,1,0,1,MIT,12,0,0
lodash.snakecase,https://github.com/lodash/lodash,50630,5974,884,FALSE,0.33,2,250,0,2,3,0,MIT,5206,281,0
browserchannel,https://github.com/josephg/node-browserchannel,285,47,17,FALSE,,0,16,0,2,0,3,,67,9,0
private,https://github.com/benjamn/private,55,7,1,FALSE,,0,178,5,1,0,0,MIT,21,2,0
basic-distributed-computation,https://github.com/stierma1/basic-distributed-computation,0,0,1,FALSE,,0,26,0,1,0,1,MIT,0,0,0
abacus-urienv,https://github.com/cloudfoundry-incubator/cf-abacus,94,90,35,FALSE,1,3,49,0,3,0,3,Apache-2.0,1178,55,0
eslint-path-formatter,https://github.com/Bartvds/eslint-path-formatter,4,3,2,FALSE,,2,2,0,1,0,1,MIT,5,2,0
unexpected-dom,https://github.com/unexpectedjs/unexpected-dom,33,6,5,FALSE,0.93,4,2,0,6,0,2,MIT,395,8,0
code-proxy,https://github.com/DarkPark/code-proxy,0,0,1,FALSE,,1,3,0,1,0,3,GPL-3.0,0,0,7
sauce-tunnel,https://github.com/jmreidy/sauce-tunnel,27,25,4,FALSE,,0,11,0,1,0,3,MIT,66,10,0
mozilla-download,https://github.com/mozilla-b2g/mozilla-download,15,29,105,FALSE,,0,5,1,5,2,11,MIT,39,17,34
algoliasearch,https://github.com/algolia/algoliasearch-client-javascript,1043,201,80,FALSE,,3,323,9,75,0,14,MIT,1363,63,0
cmd-shim,https://github.com/npm/cmd-shim,59,39,13,FALSE,,0,131,4,7,0,1,ISC,55,10,0
picture-tube,https://github.com/substack/picture-tube,472,33,9,FALSE,,0,30,9,2,0,7,MIT,13,8,2
css-selector-parser,https://github.com/mdevils/css-selector-parser,94,11,6,FALSE,,0,51,5,1,0,0,MIT,21,7,0
grunt-bumpx,https://github.com/Ragnarokkr/grunt-bumpx,11,3,4,FALSE,,2,0,0,1,1,1,MIT,7,1,2
gifsicle,https://github.com/imagemin/gifsicle-bin,93,44,16,FALSE,,2,63,11,7,0,3,MIT,133,20,1
css-mediaquery,https://github.com/ericf/css-mediaquery,96,18,4,FALSE,,0,90,0,1,1,0,BSD-2-Clause,21,15,0
component-json,https://github.com/CamShaft/component-json,2,4,1,FALSE,,0,1,0,1,0,0,MIT,5,0,0
reqlite,https://github.com/neumino/reqlite,342,24,7,FALSE,,1,0,0,1,0,7,MIT,94,28,15
basscss-defaults,https://github.com/basscss/addons,154,23,10,FALSE,,0,19,0,1,0,1,MIT,33,0,0
jasminum,https://github.com/montagejs/jasminum,4,3,4,FALSE,,0,1,1,2,0,14,BSD-3-Clause,13,4,3
pidusage,https://github.com/soyuka/pidusage,392,52,8,FALSE,0.89,1,212,13,4,1,1,MIT,140,6,0
sigmund,https://github.com/isaacs/sigmund,65,11,6,FALSE,,0,58,9,1,0,0,ISC,18,15,0
typeforce,https://github.com/dcousens/typeforce,21,18,3,FALSE,,1,186,0,1,0,0,MIT,53,4,0
ping,https://github.com/danielzzz/node-ping,256,94,7,FALSE,,1,204,9,2,15,2,MIT,144,11,0
css-color-names,https://github.com/bahamas10/css-color-names,118,75,5,FALSE,,0,108,2,1,0,0,MIT,9,0,0
uupaa.valid.js,https://github.com/uupaa/Valid.js,1,0,2,FALSE,,2,1,0,1,0,0,MIT,0,0,0
apeman-react-icon,https://github.com/apeman-react-labo/apeman-react-icon,-1,-1,-1,TRUE,,0,24,0,1,0,8,MIT,,,0
stream-series,https://github.com/rschmukler/stream-series,30,1,1,FALSE,,0,21,3,1,0,1,MIT,3,1,0
gulp-release-tasks,https://github.com/lfender6445/gulp-release-tasks,31,6,1,FALSE,,0,0,2,1,0,6,MIT,10,9,13
markdown-table,https://github.com/wooorm/markdown-table,197,21,5,FALSE,1,3,176,6,1,1,0,MIT,26,0,0
abacus-router,https://github.com/cloudfoundry-incubator/cf-abacus,94,90,35,FALSE,1,3,44,0,3,0,5,Apache-2.0,1178,55,0
ip-regex,https://github.com/sindresorhus/ip-regex,145,27,11,FALSE,,2,212,5,1,0,0,MIT,31,0,0
piping,https://github.com/mdlawson/piping,218,13,10,FALSE,,0,31,6,2,0,3,MIT,29,14,2
linear-arbitrary-precision,https://github.com/javiercejudo/linear-arbitrary-precision,2,0,1,FALSE,1,0,1,0,1,0,10,MIT,34,19,0
kd-core,https://github.com/kdmodules/core,-1,-1,-1,TRUE,,0,25,0,1,0,8,MIT,,,6
ltgt,https://github.com/dominictarr/ltgt,11,3,1,FALSE,,0,60,0,1,0,0,MIT,3,1,0
uupaa.test.js,https://github.com/uupaa/Test.js,1,0,2,FALSE,,1,1,0,1,0,0,MIT,0,0,0
grunt-component,https://github.com/zero-g/grunt-component,0,1,0,FALSE,,0,0,0,2,0,4,MIT,3,3,5
cloudant,https://github.com/cloudant/nodejs-cloudant,251,94,115,FALSE,,1,46,12,4,1,4,Apache-2.0,462,0,0
lodash.noop,https://github.com/lodash/lodash,50253,5905,882,FALSE,0.33,2,69,2,2,3,0,MIT,5183,265,0
object-sizeof,https://github.com/miktam/sizeof,219,30,3,FALSE,,1,172,8,1,0,1,MIT,60,12,0
uupaa.minify.js,https://github.com/uupaa/Minify.js,0,0,2,FALSE,,1,0,0,1,0,0,MIT,0,0,0
racer,https://github.com/derbyjs/racer,1147,118,51,FALSE,0.73,1,24,3,6,0,4,MIT,292,43,0
gulp-expect-file,https://github.com/pioug/gulp-expect-file,2,0,2,FALSE,,2,9,2,1,0,7,MIT,15,0,0
base64-arraybuffer,https://github.com/niklasvh/base64-arraybuffer,218,45,9,FALSE,,2,165,4,1,0,0,MIT,30,6,0
base58-native,https://github.com/gasteve/node-base58,11,10,3,FALSE,,0,45,0,1,4,1,MIT,12,2,0
ember-cli-fastboot,https://github.com/ember-fastboot/ember-cli-fastboot,853,144,51,FALSE,,2,4,8,11,0,17,MIT,862,127,1
apeman-commons-logging,https://github.com/apeman-repo/apeman-commons-logging,-1,-1,-1,TRUE,,0,7,0,1,0,6,MIT,,,0
lag.register,https://github.com/scottcorgan/lag,16,1,2,FALSE,,1,25,0,1,0,4,MIT,10,1,0
typography-breakpoint-constants,https://github.com/KyleAMathews/typography.js,3649,202,27,FALSE,0,3,43,0,2,0,0,MIT,292,93,0
joose,https://github.com/Joose/Joose,327,327,30,FALSE,,0,24,1,1,2,3,,,9,1
o-tools-livescript,https://github.com/Originate/o-tools-livescript,0,1,7,FALSE,,0,0,0,1,0,1,ISC,0,0,0
gulp-callback,https://github.com/oliverfoster/gulp-callback,6,1,4,FALSE,,0,27,3,1,0,0,GPL-3.0-or-later,1,0,0
abacus-yieldable,https://github.com/cloudfoundry-incubator/cf-abacus,94,90,35,FALSE,1,3,36,0,3,0,3,Apache-2.0,1178,55,0
aurelia-binding,https://github.com/aurelia/binding,111,101,16,FALSE,0.93,2,82,0,1,0,4,MIT,780,37,0
ember-concurrency,https://github.com/machty/ember-concurrency,663,149,21,FALSE,,3,132,3,2,0,5,MIT,446,64,0
domhandler,https://github.com/fb55/domhandler,234,66,7,FALSE,0.85,2,189,5,1,0,1,BSD-2-Clause,699,1,0
smtp-server,https://github.com/andris9/smtp-server,678,145,37,FALSE,,2,79,10,1,0,3,MIT,167,30,0
domelementtype,https://github.com/fb55/domelementtype,21,17,4,FALSE,,2,126,3,1,0,0,BSD-2-Clause,21,0,0
svg4everybody,https://github.com/jonathantneal/svg4everybody,3240,386,79,FALSE,,3,63,4,4,5,0,CC0-1.0,199,54,0
ember-cli-notifications,https://github.com/mansona/ember-cli-notifications,171,91,6,FALSE,,4,4,7,1,0,10,MIT,313,23,0
aureooms-js-random,https://github.com/aureooms/js-random,1,0,2,FALSE,1,0,0,0,1,0,0,AGPL-3.0,142,7,0
factor-bundle,https://github.com/substack/factor-bundle,408,31,13,FALSE,,0,28,26,41,0,14,MIT,94,27,1
toposort-class,https://github.com/gustavohenke/toposort,22,3,2,FALSE,,1,108,1,1,0,0,MIT,19,1,0
multimeter,https://github.com/substack/node-multimeter,338,22,8,FALSE,,0,21,7,2,0,1,MIT,13,9,0
replaceall,https://github.com/leecrossley/replaceall,8,0,1,FALSE,,0,89,3,1,0,0,,2,2,0
utils-merge2,https://github.com/kgryte/utils-merge,3,0,1,FALSE,,2,36,0,1,1,9,MIT,1,0,0
prettydiff,https://github.com/prettydiff/prettydiff,1614,145,50,FALSE,0.62,1,24,10,1,0,3,CC0-1.0,641,49,0
rtc-quickconnect,https://github.com/rtc-io/rtc-quickconnect,179,43,17,FALSE,,0,7,1,3,2,10,Apache-2.0,122,32,0
lerp,https://github.com/mattdesl/lerp,80,2,1,FALSE,,0,36,1,1,0,0,MIT,4,3,0
ast-query,https://github.com/sboudrias/AST-query,227,26,8,FALSE,,2,42,4,1,0,5,MIT,50,18,0
machinepack-fs,https://github.com/mikermcneil/machinepack-fs,5,3,2,FALSE,,3,27,0,3,0,3,MIT,2,1,1
jpegtran-bin,https://github.com/imagemin/jpegtran-bin,88,44,8,FALSE,,2,41,5,7,0,2,MIT,102,4,1
promisecallback,https://github.com/piranna/promisecallback,0,6,2,FALSE,,0,28,0,1,1,0,LGPL-3.0-or-later,1,1,0
with,https://github.com/pugjs/with,26,7,4,FALSE,,2,38,1,2,0,4,MIT,31,3,0
mjml-core,https://github.com/mjmlio/mjml,12819,809,174,FALSE,,3,79,0,6,0,10,MIT,2386,46,0
then-redis,https://github.com/mjackson/then-redis,316,42,5,FALSE,,1,28,6,1,0,0,MIT,38,0,0
spmrc,https://github.com/spmjs/spmrc,2,3,9,FALSE,,0,27,0,3,0,0,,2,0,0
bail,https://github.com/wooorm/bail,8,1,2,FALSE,1,3,23,0,1,1,0,MIT,16,0,0
mkdir-p,https://github.com/pillys/mkdir-p,2,0,3,FALSE,,0,40,1,1,0,0,MIT,2,0,0
eslint-config-clock,https://github.com/clocklimited/eslint-config-clock,3,1,2,FALSE,,0,0,0,1,0,0,ISC,3,1,0
sequelize-cli,https://github.com/sequelize/cli,2226,483,44,FALSE,0.32,3,171,12,4,3,7,MIT,968,88,0
fixture-stdout,https://github.com/mikermcneil/fixture-stdout,9,1,6,FALSE,,0,4,0,1,0,0,MIT,0,0,0
ember-simple-auth,https://github.com/simplabs/ember-simple-auth,1914,610,47,FALSE,,1,37,11,2,0,8,MIT,2335,50,0
tap-bail,https://github.com/juliangruber/tap-bail,18,4,1,FALSE,,0,3,0,1,0,1,MIT,5,3,0
assemble-core,https://github.com/assemble/assemble-core,16,2,6,FALSE,,2,8,0,2,0,7,MIT,16,5,4
resourceful,https://github.com/flatiron/resourceful,354,57,20,FALSE,,0,15,4,2,0,7,,157,39,2
typeahead.js,https://github.com/twitter/typeahead.js,16312,3267,572,FALSE,,1,52,10,1,3,1,,1792,505,0
kevoree-library,https://github.com/kevoree/kevoree-js-library,0,0,10,FALSE,,0,25,0,1,0,1,LGPL-3.0,0,0,0
os-browserify,https://github.com/CoderPuppy/os-browserify,13,7,1,FALSE,,0,254,2,2,0,0,MIT,8,0,0
zen-observable,https://github.com/zenparsing/zen-observable,747,52,14,FALSE,,2,232,5,1,0,0,MIT,79,17,0
fusing,https://github.com/bigpipe/fusing,9,1,7,FALSE,1,0,28,0,5,0,2,MIT,2,1,1
argg,https://github.com/isao/argg,5,1,2,FALSE,,0,0,0,1,0,0,MIT,1,0,0
multihashes,https://github.com/multiformats/js-multihash,114,55,17,FALSE,0.99,1,167,1,4,23,3,MIT,142,4,0
dojo,https://github.com/dojo/dojo,1455,538,168,FALSE,,0,30,3,3,0,0,BSD-3-Clause OR AFL-2.1,407,25,0
asleep,https://github.com/ironboy/asleep,0,1,1,FALSE,,0,60,0,1,0,0,MIT,0,0,0
documentdb,https://github.com/Azure/azure-documentdb-node,138,106,59,FALSE,,1,60,8,2,0,8,MIT,260,1,1
read-torrent,https://github.com/mafintosh/read-torrent,74,11,5,FALSE,,0,30,2,1,0,4,,10,1,0
grunt-sassdoc,https://github.com/SassDoc/grunt-sassdoc,27,8,2,FALSE,,1,1,2,4,0,2,Unlicense,21,0,3
component-closest,https://github.com/component/closest,17,4,13,FALSE,,0,27,1,3,0,1,MIT,4,0,0
cp-file,https://github.com/sindresorhus/cp-file,98,23,10,FALSE,0.94,2,196,5,1,0,4,MIT,44,4,0
browserslist,https://github.com/browserslist/browserslist,9881,536,119,FALSE,,3,950,23,1,0,5,MIT,644,37,0
reflekt,https://github.com/ronelliott/reflekt,4,0,0,FALSE,1,0,4,0,1,0,0,ISC,0,0,0
ascii-art,https://github.com/khrome/ascii-art,460,180,10,FALSE,,0,68,19,1,0,10,MIT,25,2,2
github-download,https://github.com/jprichardson/node-github-download,68,27,5,FALSE,,1,97,3,1,0,4,MIT,18,11,0
matched,https://github.com/jonschlinkert/matched,24,3,3,FALSE,,2,56,1,3,2,2,MIT,12,2,0
bossy,https://github.com/hapijs/bossy,44,32,20,FALSE,,0,26,3,1,0,3,BSD-3-Clause,79,1,0
gulp-using,https://github.com/jeromedecoster/gulp-using,19,2,2,FALSE,,1,19,4,1,0,3,MIT,5,1,0
ometajs,https://github.com/veged/ometa-js,83,15,5,FALSE,,0,24,1,3,1,3,null,35,14,4
static-server,https://github.com/nbluis/static-server,193,55,4,FALSE,,0,53,20,1,0,5,MIT,55,21,0
heredoc,https://github.com/jden/heredoc,52,5,3,FALSE,,1,19,1,1,2,0,ISC,14,0,0
preboot,https://github.com/angular/preboot,355,47,23,FALSE,,3,36,5,3,3,1,MIT,134,22,0
hifive-tap,https://github.com/hifivejs/hifive-tap,1,0,2,FALSE,,0,0,0,1,0,2,MIT,1,0,0
gulp-unzip,https://github.com/terrierscript/gulp-unzip,15,8,4,FALSE,,1,24,6,3,8,3,BSD-2-Clause,28,3,0
wechat,https://github.com/node-webot/wechat,4964,1123,477,FALSE,0.97,1,31,39,1,0,3,MIT,294,15,0
rc-pagination,https://github.com/react-component/pagination,555,238,29,FALSE,0.85,2,347,4,9,0,2,MIT,360,44,0
jsreport-studio-dev,https://github.com/jsreport/jsreport-studio-dev,2,2,4,FALSE,,2,0,0,2,0,31,MIT,2,0,9
feathers-memory,https://github.com/feathersjs-ecosystem/feathers-memory,44,16,10,FALSE,,2,25,0,3,0,4,MIT,119,3,0
pushover,https://github.com/substack/pushover,472,61,16,FALSE,,0,18,11,1,0,4,MIT,37,20,0
pdfjs-dist,https://github.com/mozilla/pdfjs-dist,596,385,36,FALSE,,0,636,27,3,0,0,Apache-2.0,14,0,0
array-union,https://github.com/sindresorhus/array-union,63,13,7,FALSE,,2,212,4,1,0,0,MIT,12,0,0
ansi-red,https://github.com/jonschlinkert/ansi-red,6,2,2,FALSE,,2,69,0,1,0,1,MIT,2,1,0
globalize,https://github.com/globalizejs/globalize,4546,643,138,FALSE,,1,66,16,3,0,1,MIT,918,139,0
mockdate,https://github.com/boblauer/MockDate,501,49,2,FALSE,,0,43,5,1,0,0,MIT,65,13,0
gulp-match,https://github.com/robrich/gulp-match,23,9,1,FALSE,,1,36,4,1,0,1,MIT,19,1,0
proxy-agent,https://github.com/TooTallNate/node-proxy-agent,231,46,9,FALSE,,0,265,9,1,0,8,MIT,66,19,0
hexo-pagination,https://github.com/hexojs/hexo-pagination,16,8,14,FALSE,1,1,50,0,8,0,0,MIT,46,5,0
rc-collapse,https://github.com/react-component/collapse,277,109,29,FALSE,0.98,3,327,1,5,0,5,MIT,222,26,0
nodewebkit,https://github.com/shama/nodewebkit,153,29,11,FALSE,,0,21,28,2,0,5,MIT,60,6,15
roots,https://github.com/jenius/roots,1465,141,46,FALSE,0.95,2,1,7,1,1,24,MIT,804,57,26
nodewatch,https://github.com/jorritd/node-watch,-1,-1,-1,TRUE,,0,9,0,1,0,0,GPL-3.0-or-later,,,0
polyline,https://github.com/mapbox/polyline,550,93,98,FALSE,1,1,32,5,2,0,0,,75,10,0
file-stream-rotator,https://github.com/rogerc/file-stream-rotator,111,53,56,FALSE,,0,73,16,1,0,1,MIT,83,21,0
formsy-react,https://github.com/formsy/formsy-react,721,122,18,FALSE,0.98,2,71,12,10,0,3,MIT,652,36,0
sha,https://github.com/ForbesLindesay/sha,20,5,5,FALSE,,0,65,2,3,0,1,(BSD-2-Clause OR MIT),19,2,0
d3-dispatch,https://github.com/d3/d3-dispatch,64,20,11,FALSE,,1,120,1,2,0,0,ISC,28,0,0
pause,https://github.com/stream-utils/pause,26,4,2,FALSE,1,0,46,2,3,1,0,MIT,11,0,0
napa,https://github.com/shama/napa,411,32,11,FALSE,,2,26,24,3,0,10,MIT,88,20,5
react-style-normalizer,https://github.com/radubrehar/react-style-normalizer,-1,-1,-1,TRUE,,0,49,0,1,0,0,MIT,,,0
anvil.js,https://github.com/appendto/anvil.js,-1,-1,-1,TRUE,,0,4,0,2,0,16,MIT OR GPL-3.0-or-later,,,42
pos,https://github.com/dariusk/pos-js,242,43,14,FALSE,,0,57,11,2,1,0,LGPL-3.0-or-later,39,15,0
streamline,https://github.com/Sage/streamlinejs,962,57,40,FALSE,,0,17,4,1,10,8,MIT,383,29,0
mkfiletree,https://github.com/rvagg/node-mkfiletree,4,3,0,FALSE,,0,0,1,1,0,3,,2,0,0
jsdoc-baseline,https://github.com/hegemonic/jsdoc-baseline,53,30,7,FALSE,,2,0,0,1,3,11,Apache-2.0,212,57,0
path-match,https://github.com/pillarjs/path-match,141,15,10,FALSE,1,0,171,5,4,0,2,MIT,9,2,0
popper,https://github.com/pemrouz/popper,286,10,5,FALSE,,0,45,2,1,0,25,MIT,23,17,2
robotskirt,https://github.com/benmills/robotskirt,161,21,4,FALSE,,0,11,3,2,8,0,MIT,38,4,0
hippie,https://github.com/vesln/hippie,558,36,19,FALSE,1,1,3,6,4,0,7,MIT,57,15,0
mobile-detect,https://github.com/hgoebl/mobile-detect.js,3782,857,117,FALSE,,1,285,57,1,0,0,MIT,106,7,0
architect,https://github.com/c9/architect,961,141,65,FALSE,,0,33,6,4,3,0,MIT,75,31,0
jscs-preset-gulp,https://github.com/gulpjs/jscs-preset-gulp,1,2,5,FALSE,,0,0,0,2,0,0,MIT,3,0,0
bit-docs,https://github.com/bitovi/documentjs,598,394,64,FALSE,,2,0,0,4,0,12,MIT,295,110,3
make-error,https://github.com/JsCommunity/make-error,60,8,4,FALSE,,3,184,4,3,0,0,ISC,40,10,0
level-party,https://github.com/Level/party,136,13,6,FALSE,0.89,1,41,8,3,0,3,MIT,34,7,0
easy-zip,https://github.com/owenchong/easy-zip,22,16,2,FALSE,,0,44,4,1,0,1,BSD-2-Clause,24,17,0
babel-plugin-react-intl,https://github.com/formatjs/formatjs,12848,12848,1273,FALSE,,0,128,2,5,0,9,BSD-3-Clause,,12,0
postcss-pxtorem,https://github.com/cuth/postcss-pxtorem,1520,121,19,FALSE,,3,323,5,1,0,0,MIT,76,23,0
json-schema-defaults,https://github.com/chute/json-schema-defaults,-1,-1,-1,TRUE,,0,68,0,1,0,1,MIT,,,0
system,https://github.com/gutentags/system,10,4,6,FALSE,,1,49,4,2,0,0,MIT,19,4,0
falcor,https://github.com/Netflix/falcor,10021,468,623,FALSE,0.93,3,19,19,11,0,4,Apache-2.0,992,57,0
hogan-express,https://github.com/vol4ok/hogan-express,141,30,5,FALSE,,0,30,12,1,0,1,MIT,39,16,0
